org.springframework.boot,spring-boot-starter-web,1.5.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.5.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.5.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.5.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.5.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.7.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.5.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.4.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.8.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.7.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.5.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.3.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.8.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.7.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.5.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.2.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.12.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.11.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.10.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.9.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.8.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.7.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.6.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.5.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.4.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.3.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.1.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.0.2.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.0.1.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework.boot,spring-boot-starter-web,1.0.0.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.apache.logging.log4j,log4j-core,2.0-beta4,"[['CVE-2020-9488', '3.7', 'LOW'], ['CVE-2021-45105', '5.9', 'MEDIUM'], ['CVE-2021-44832', '6.6', 'MEDIUM']]",5.400000000000001,16.200000000000003
org.apache.logging.log4j,log4j-core,2.0-beta3,"[['CVE-2020-9488', '3.7', 'LOW'], ['CVE-2021-45105', '5.9', 'MEDIUM'], ['CVE-2021-44832', '6.6', 'MEDIUM']]",5.400000000000001,16.200000000000003
org.apache.logging.log4j,log4j-core,2.0-beta2,"[['CVE-2020-9488', '3.7', 'LOW'], ['CVE-2021-45105', '5.9', 'MEDIUM'], ['CVE-2021-44832', '6.6', 'MEDIUM']]",5.400000000000001,16.200000000000003
org.apache.logging.log4j,log4j-core,2.0-beta1,"[['CVE-2020-9488', '3.7', 'LOW'], ['CVE-2021-45105', '5.9', 'MEDIUM'], ['CVE-2021-44832', '6.6', 'MEDIUM']]",5.400000000000001,16.200000000000003
org.apache.logging.log4j,log4j-core,2.0-alpha2,"[['CVE-2020-9488', '3.7', 'LOW'], ['CVE-2021-45105', '5.9', 'MEDIUM']]",4.800000000000001,9.600000000000001
org.apache.logging.log4j,log4j-core,2.0-alpha1,"[['CVE-2020-9488', '3.7', 'LOW'], ['CVE-2021-45105', '5.9', 'MEDIUM']]",4.800000000000001,9.600000000000001
mysql,mysql-connector-java,8.0.15,"[['CVE-2019-2692', '6.3', 'MEDIUM']]",6.3,6.3
mysql,mysql-connector-java,8.0.14,"[['CVE-2019-2692', '6.3', 'MEDIUM']]",6.3,6.3
mysql,mysql-connector-java,8.0.13,"[['CVE-2019-2692', '6.3', 'MEDIUM']]",6.3,6.3
mysql,mysql-connector-java,8.0.12,"[['CVE-2019-2692', '6.3', 'MEDIUM']]",6.3,6.3
mysql,mysql-connector-java,8.0.11,"[['CVE-2019-2692', '6.3', 'MEDIUM']]",6.3,6.3
mysql,mysql-connector-java,3.0.10,"[['CVE-2019-2692', '6.3', 'MEDIUM']]",6.3,6.3
commons-collections,commons-collections,2.1,"[['CVE-2015-6420', '7.5', 'HIGH']]",7.5,7.5
com.alibaba,fastjson,1.2.24,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.23,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.22,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.21,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.20,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.19,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.18,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.17,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.16.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.16.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.16.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.16,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.15,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.14.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.14.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.14,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.13.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.13,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.12,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.11,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.9,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.8.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.8.sec09,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.8.sec06,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.8.sec05,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.8.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.8.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.8,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.7.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.7.sec09,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.7.sec06,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.7.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.7.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.7,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.6,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.5,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.4.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.4.sec09,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.4.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.4.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.4,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.3,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.2.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.2.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.2,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.1,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.2.0,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.48.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.46.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.46.sec09,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.46.sec06,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.46.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.46.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.46,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.46.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.45,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.45.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.44,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.44.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.43,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.43.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.42,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.42.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.41.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.41.sec06,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.41.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.41.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.41,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.40,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.39,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.38,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.37,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.36,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.35,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.34.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.34.sec09,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.34.sec06,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.34.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.34.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.34,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.34.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.33.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.33.sec06,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.33.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.33.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.33,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.33.android,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.32,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.31.sec10,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.31.sec07,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.31.sec06,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.31.sec04,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.31.sec01,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.31,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.30,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.29,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.28,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.27,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.26,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.25,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.24,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.23,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.22,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.21,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.20,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.19,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.18,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.17,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.16,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
com.alibaba,fastjson,1.1.15,"[['CVE-2017-18349', '9.8', 'CRITICAL']]",9.8,9.8
commons-beanutils,commons-beanutils,1.9.1,"[['CVE-2019-10086', '7.3', 'HIGH'], ['CVE-2014-0114', '7.5', 'HIGH']]",7.4,14.8
commons-beanutils,commons-beanutils,1.9.0,"[['CVE-2019-10086', '7.3', 'HIGH'], ['CVE-2014-0114', '7.5', 'HIGH']]",7.4,14.8
commons-beanutils,commons-beanutils,1.8.2,"[['CVE-2019-10086', '7.3', 'HIGH'], ['CVE-2014-0114', '7.5', 'HIGH']]",7.4,14.8
commons-beanutils,commons-beanutils,1.8.1,"[['CVE-2019-10086', '7.3', 'HIGH'], ['CVE-2014-0114', '7.5', 'HIGH']]",7.4,14.8
commons-beanutils,commons-beanutils,1.8.0-BETA,"[['CVE-2019-10086', '7.3', 'HIGH']]",7.3,7.3
commons-beanutils,commons-beanutils,1.6.1,"[['CVE-2019-10086', '7.3', 'HIGH']]",7.3,7.3
commons-beanutils,commons-beanutils,1.6,"[['CVE-2019-10086', '7.3', 'HIGH']]",7.3,7.3
commons-beanutils,commons-beanutils,1.5,"[['CVE-2019-10086', '7.3', 'HIGH']]",7.3,7.3
commons-beanutils,commons-beanutils,1.4.1,"[['CVE-2019-10086', '7.3', 'HIGH']]",7.3,7.3
commons-beanutils,commons-beanutils,1.4,"[['CVE-2019-10086', '7.3', 'HIGH']]",7.3,7.3
org.springframework,spring-webmvc,5.3.11,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,5.3.0,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,5.2.19.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,5.2.18.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,5.2.17.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,5.2.16.RELEASE,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.8,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.7,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.6,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.5,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.4,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.3,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.2,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0.1,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0-m2,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
org.springframework,spring-webmvc,2.0-m1,"[['CVE-2022-22965', '9.8', 'CRITICAL']]",9.8,9.8
com.google.protobuf,protobuf-java,3.19.1,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.19.0,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.18.1,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.18.0,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.16.0,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.16.0-rc-2,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.16.0-rc-1,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.8,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.7,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.6,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.5,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.4,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.3,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.2,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.1,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.0,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.0-rc-2,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.15.0-rc-1,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.14.0-rc-3,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.14.0-rc-2,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.14.0-rc-1,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.13.0,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.13.0-rc-3,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.12.4,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.12.2,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.12.1,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.12.0,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
com.google.protobuf,protobuf-java,3.12.0-rc-2,"[['CVE-2021-22569', '5.5', 'MEDIUM']]",5.5,5.5
